TIME in ms	LEFT_CANARD	RIGHT_CANARD	LEFT_SLAT	RIGHT_SLAT	AIRBRAKE	RUDDER	LEFT_OB_FLAP	LEFT_IB_FLAP	RIGHT_IB_FLAP	RIGHT_OB_FLAP	LEFT_NOZZLE	RIGHT_NOZZLE	
102100	64	118	180	180	160	86	105	61	101	112	79	77
102200	64	117	180	180	160	85	104	61	101	112	79	77
102300	64	117	180	180	160	85	104	61	100	111	79	77
102400	64	117	180	180	160	85	104	60	100	111	79	77
102500	64	116	180	180	160	85	104	60	100	111	79	77
102600	65	116	180	180	160	85	103	60	100	111	79	77
102700	65	116	180	180	160	85	103	60	99	111	79	77
102800	65	116	180	180	160	84	103	60	99	111	79	77
102900	66	116	180	180	160	84	103	60	99	111	79	78
103000	66	116	180	180	160	84	103	60	99	110	79	78
103100	66	115	180	180	160	84	103	60	99	110	79	78
103200	67	115	180	180	160	84	103	60	99	110	80	78
103300	67	114	180	180	160	84	103	59	99	109	80	78
103400	67	114	180	180	160	84	103	59	98	109	80	78
103500	67	114	180	180	160	84	102	59	98	109	80	78
103600	67	113	180	180	160	84	102	59	98	108	80	79
103700	67	113	180	180	160	84	102	58	98	108	81	79
103800	67	113	180	180	160	84	102	58	97	108	81	79
103900	68	113	180	180	160	83	101	58	97	108	81	79
104000	68	113	180	180	160	83	101	58	97	108	81	79
104100	68	113	180	180	160	83	101	57	97	108	81	79
104200	69	112	180	180	160	83	101	57	96	108	81	79
104300	69	112	180	180	160	83	101	57	96	107	81	79
104400	69	112	180	180	160	83	101	57	96	107	81	79
104500	69	111	180	180	160	82	101	57	96	107	81	79
104600	69	111	180	180	160	82	101	57	96	106	81	79
104700	69	111	180	180	160	82	100	57	96	106	81	79
104800	70	111	180	180	160	82	100	57	96	106	82	79
104900	70	111	180	180	160	82	100	57	95	106	82	79
105000	70	110	180	180	160	81	100	56	95	106	82	80
105100	71	110	180	180	160	81	99	56	95	106	82	80
105200	71	110	180	180	160	81	99	56	95	106	82	80
105300	71	109	180	180	160	81	99	56	94	105	82	80
105400	71	109	180	180	160	81	99	55	94	105	83	80
105500	72	109	180	180	160	81	99	55	94	105	83	80
105600	72	108	180	180	160	81	99	55	94	104	83	80
105700	72	108	180	180	160	81	99	55	94	104	83	81
105800	72	108	180	180	160	81	99	55	94	104	83	81
105900	72	108	180	180	160	81	98	55	94	103	84	81
106000	72	108	180	180	160	81	98	55	93	103	84	81
106100	73	108	180	180	160	81	98	55	93	103	84	81
106200	73	107	180	180	160	80	98	55	93	103	84	81
106300	73	107	180	180	160	80	97	54	93	103	84	81
106400	74	107	180	180	160	80	97	54	92	103	84	81
106500	74	106	180	180	160	80	97	54	92	103	84	81
106600	74	106	180	180	160	80	97	54	92	102	84	81
106700	74	106	180	180	160	80	97	54	92	102	84	81
106800	74	106	180	180	160	79	96	53	91	102	84	81
106900	74	106	180	180	160	79	96	53	91	101	84	81
107000	74	105	180	180	160	79	96	53	91	101	85	81
107100	75	105	180	180	160	79	96	53	91	101	85	82
107200	75	105	180	180	160	79	96	52	91	101	85	82
107300	75	104	180	180	160	79	96	52	91	101	85	82
107400	76	104	180	180	160	79	96	52	91	101	85	82
107500	76	104	180	180	160	79	96	52	90	101	85	82
107600	76	103	180	180	160	79	95	52	90	100	86	82
107700	77	103	180	180	160	79	95	52	90	100	86	82
107800	77	103	180	180	160	79	95	52	90	100	86	83
107900	77	103	180	180	160	78	95	52	89	99	86	83
108000	77	103	180	180	160	78	94	52	89	99	86	83
108100	77	103	180	180	160	78	94	51	89	99	86	83
108200	77	102	180	180	160	78	94	51	89	99	86	83
108300	77	102	180	180	160	78	94	51	89	99	86	83
108400	78	102	180	180	160	78	94	51	89	99	86	83
108500	78	101	180	180	160	77	94	50	89	99	86	84
108600	78	101	180	180	160	77	94	50	88	98	86	84
108700	79	101	180	180	160	77	94	50	88	98	87	84
108800	79	101	180	180	160	77	93	50	88	98	87	84
108900	79	101	180	180	160	77	93	50	88	97	87	84
109000	79	100	180	180	160	77	93	50	87	97	87	84
109100	79	100	180	180	160	77	93	50	87	97	87	84
109200	79	100	180	180	160	77	92	50	87	96	88	84
109300	80	99	180	180	160	77	92	50	86	96	88	84
109400	80	99	180	180	160	77	92	49	86	96	88	84
109500	80	99	180	180	160	77	92	49	86	96	88	84
109600	81	99	180	180	160	76	91	49	86	96	88	84
109700	81	99	180	180	160	76	91	49	86	96	88	84
109800	81	99	180	180	160	76	91	48	86	96	89	84
109900	81	98	180	180	160	76	91	48	86	95	89	85
110000	81	98	180	180	160	76	91	48	86	95	89	85
110100	81	98	180	180	160	76	91	48	85	95	89	85
110200	81	97	180	180	160	75	91	47	85	94	89	85
110300	82	97	180	180	160	75	91	47	85	94	89	85
110400	82	97	180	180	160	75	91	47	85	94	89	85
110500	82	96	180	180	160	75	90	47	84	94	89	85
110600	83	96	180	180	160	75	90	47	84	94	89	86
110700	83	96	180	180	160	74	90	47	84	94	89	86
110800	83	96	180	180	160	74	90	47	84	94	89	86
110900	84	96	180	180	160	74	89	47	84	93	90	86
111000	84	95	180	180	160	74	89	47	84	93	90	86
111100	84	95	180	180	160	74	89	46	84	93	90	86
111200	84	95	180	180	160	74	89	46	83	92	90	86
111300	84	94	180	180	160	74	89	46	83	92	90	86
111400	84	94	180	180	160	74	89	46	83	92	91	86
111500	84	94	180	180	160	74	89	45	83	91	91	86
111600	85	94	180	180	160	74	89	45	82	91	91	86
111700	85	94	180	180	160	74	88	45	82	91	91	86
111800	85	94	180	180	160	74	88	45	82	91	91	86
111900	86	93	180	180	160	73	88	45	81	91	91	86
112000	86	93	180	180	160	73	88	45	81	91	91	87
112100	86	93	180	180	160	73	87	45	81	91	91	87
112200	86	92	180	180	160	73	87	45	81	90	91	87
112300	86	92	180	180	160	73	87	45	81	90	91	87
112400	86	91	180	180	160	72	87	44	81	90	91	87
112500	87	91	180	180	160	72	86	44	81	89	92	87
112600	87	91	180	180	160	72	86	44	81	89	92	87
112700	87	91	180	180	160	72	86	44	80	89	92	88
112800	87	91	180	180	160	72	86	43	80	89	92	88
112900	88	91	180	180	160	72	86	43	80	89	92	88
113000	88	90	180	180	160	72	86	43	79	89	92	88
113100	88	90	180	180	160	72	86	43	79	89	93	88
113200	89	90	180	180	160	72	86	43	79	88	93	88
113300	89	89	180	180	160	72	85	43	79	88	93	88
113400	89	89	180	180	160	72	85	43	79	88	93	89
113500	89	89	180	180	160	72	85	43	79	87	93	89
113600	89	89	180	180	160	71	85	43	79	87	94	89
113700	89	89	180	180	160	71	84	42	79	87	94	89
113800	90	89	180	180	160	71	84	42	78	86	94	89
113900	90	88	180	180	160	71	84	42	78	86	94	89
114000	90	88	180	180	160	71	84	42	78	86	94	89
114100	91	88	180	180	160	71	84	42	78	86	94	89
114200	86	92	180	180	160	72	86	43	79	89	93	88
114300	83	96	180	180	160	73	87	45	81	91	91	87
114400	79	101	180	180	160	74	89	46	84	93	90	86
114500	75	105	180	180	160	75	91	48	85	95	89	85
114600	72	109	180	180	160	77	93	50	87	97	87	84
114700	68	113	180	180	160	78	94	51	89	99	86	83
114800	64	118	180	180	160	79	96	52	91	101	84	81
114900	60	122	180	180	160	80	98	55	93	103	84	81
115000	57	126	180	180	160	81	99	56	95	106	82	79
115100	52	130	180	180	160	83	101	57	96	108	81	79
115200	49	135	180	180	160	84	103	59	99	110	79	77
115300	45	139	180	180	160	85	104	61	101	112	78	77
115400	41	143	180	180	160	86	106	62	102	114	77	75
115500	38	147	180	180	160	88	108	64	104	116	75	74
115600	34	152	180	180	160	89	110	66	106	118	74	74
115700	34	152	180	180	160	89	110	66	106	118	74	74
115800	34	152	180	180	160	89	110	66	106	118	74	74
115900	35	151	180	180	160	89	110	66	106	118	74	74
116000	35	151	180	180	160	89	110	66	106	118	74	74
116100	35	150	180	180	160	89	110	66	106	118	74	74
116200	35	150	180	180	160	89	110	66	107	118	74	74
116300	35	150	180	180	160	89	111	67	107	119	74	74
116400	36	150	180	180	160	89	111	67	107	119	75	74
116500	36	150	180	180	160	90	111	67	107	119	75	74
116600	36	149	180	180	160	90	111	67	107	119	75	74
116700	37	149	180	180	160	90	111	67	108	119	75	74
116800	37	148	180	180	160	90	111	67	108	119	75	74
116900	37	148	180	180	160	90	111	67	108	120	75	74
117000	38	147	180	180	160	90	111	67	108	120	75	74
117100	38	147	180	180	160	90	111	67	108	120	76	74
117200	38	147	180	180	160	90	111	67	108	120	76	74
117300	38	147	180	180	160	91	111	67	108	120	76	74
117400	38	147	180	180	160	91	111	67	108	120	76	74
117500	39	146	180	180	160	91	112	67	108	120	76	75
117600	39	146	180	180	160	91	112	67	108	120	76	75
117700	40	145	180	180	160	91	112	68	109	120	76	75
117800	40	145	180	180	160	91	112	68	109	120	76	75
117900	40	145	180	180	160	91	112	68	109	120	77	75
118000	40	145	180	180	160	91	112	68	109	120	77	75
118100	40	145	180	180	160	91	112	68	109	120	77	75
118200	40	144	180	180	160	91	113	68	110	121	77	75
118300	41	144	180	180	160	91	113	68	110	121	77	75
118400	41	143	180	180	160	91	113	69	110	121	77	75
118500	42	143	180	180	160	91	113	69	110	121	77	76
118600	42	142	180	180	160	91	113	69	110	121	77	76
118700	42	142	180	180	160	91	113	69	111	121	77	76
118800	43	142	180	180	160	91	113	69	111	122	77	76
118900	43	142	180	180	160	91	113	69	111	122	77	76
119000	43	142	180	180	160	92	113	69	111	122	77	76
119100	43	141	180	180	160	92	113	69	111	122	77	76
119200	43	141	180	180	160	92	113	69	111	122	77	76
119300	44	140	180	180	160	92	113	69	111	122	77	76
119400	44	140	180	180	160	92	114	69	111	123	78	77
119500	44	140	180	180	160	92	114	69	111	123	78	77
119600	45	140	180	180	160	92	114	69	111	123	78	77
119700	45	140	180	180	160	92	114	69	112	123	78	77
119800	45	139	180	180	160	93	114	70	112	123	78	77
119900	45	139	180	180	160	93	114	70	112	123	78	77
120000	45	138	180	180	160	93	114	70	112	123	78	77
120100	46	138	180	180	160	93	115	70	112	123	79	77
120200	46	137	180	180	160	93	115	70	113	123	79	77
120300	47	137	180	180	160	93	115	70	113	123	79	77
120400	47	137	180	180	160	93	115	70	113	123	79	77
120500	47	137	180	180	160	93	115	71	113	123	79	77
120600	47	137	180	180	160	93	115	71	113	123	79	77
120700	47	136	180	180	160	94	116	71	113	124	79	77
120800	47	136	180	180	160	94	116	71	113	124	79	77
120900	48	135	180	180	160	94	116	71	113	124	79	77
121000	48	135	180	180	160	94	116	71	113	124	79	77
121100	49	135	180	180	160	94	116	71	113	124	79	77
121200	49	135	180	180	160	94	116	72	113	124	79	77
121300	49	135	180	180	160	94	116	72	114	125	79	78
121400	50	134	180	180	160	94	116	72	114	125	79	78
121500	50	134	180	180	160	94	116	72	114	125	79	78
121600	50	133	180	180	160	94	116	72	114	125	80	78
121700	50	133	180	180	160	94	116	72	114	125	80	78
121800	50	133	180	180	160	94	116	72	115	125	80	78
121900	51	133	180	180	160	94	116	72	115	125	80	78
122000	51	133	180	180	160	94	117	72	115	125	80	78
122100	51	132	180	180	160	94	117	72	115	125	80	78
122200	52	132	180	180	160	94	117	72	115	125	80	78
122300	52	131	180	180	160	95	117	72	116	125	80	79
122400	52	131	180	180	160	95	117	72	116	125	81	79
122500	52	130	180	180	160	95	117	72	116	125	81	79
122600	52	130	180	180	160	95	118	73	116	126	81	79
122700	53	130	180	180	160	95	118	73	116	126	81	79
122800	53	130	180	180	160	95	118	73	116	126	81	79
122900	53	130	180	180	160	95	118	73	116	126	81	79
123000	54	129	180	180	160	95	118	73	116	126	81	79
123100	54	129	180	180	160	95	118	73	116	126	81	79
123200	55	128	180	180	160	96	118	73	116	127	81	79
123300	55	128	180	180	160	96	118	74	117	127	81	79
123400	55	128	180	180	160	96	118	74	117	127	81	79
123500	55	128	180	180	160	96	118	74	117	127	81	79
123600	55	128	180	180	160	96	118	74	117	127	81	79
123700	56	127	180	180	160	96	118	74	117	127	81	79
123800	56	127	180	180	160	96	118	74	118	127	81	79
123900	56	126	180	180	160	96	119	74	118	128	82	79
124000	57	126	180	180	160	96	119	74	118	128	82	79
124100	57	125	180	180	160	96	119	74	118	128	82	79
124200	57	125	180	180	160	96	119	74	118	128	82	80
124300	57	125	180	180	160	96	119	74	118	128	82	80
124400	57	125	180	180	160	96	119	74	118	128	82	80
124500	58	125	180	180	160	96	120	74	118	128	82	80
124600	58	124	180	180	160	96	120	74	118	128	83	80
124700	58	124	180	180	160	96	120	75	118	128	83	80
124800	59	123	180	180	160	97	120	75	119	128	83	80
124900	59	123	180	180	160	97	120	75	119	128	83	80
125000	60	123	180	180	160	97	120	75	119	128	83	80
125100	60	123	180	180	160	97	120	75	119	129	83	81
125200	60	123	180	180	160	97	120	75	119	129	83	81
125300	60	122	180	180	160	97	120	75	120	129	84	81
125400	60	122	180	180	160	97	120	76	120	129	84	81
125500	60	121	180	180	160	97	120	76	120	129	84	81
125600	61	121	180	180	160	97	120	76	120	129	84	81
125700	61	120	180	180	160	98	120	76	120	129	84	81
125800	62	120	180	180	160	98	121	76	120	130	84	81
125900	62	120	180	180	160	98	121	76	120	130	84	81
126000	62	120	180	180	160	98	121	76	120	130	84	81
126100	62	120	180	180	160	98	121	77	120	130	84	81
126200	62	119	180	180	160	98	121	77	120	130	84	81
126300	62	119	180	180	160	98	121	77	121	130	84	81
126400	63	118	180	180	160	98	122	77	121	130	84	81
126500	63	118	180	180	160	99	122	77	121	130	84	81
126600	64	118	180	180	160	99	122	77	121	130	84	81
126700	64	118	180	180	160	99	122	77	121	130	84	81
126800	64	118	180	180	160	99	122	77	121	130	85	81
126900	64	117	180	180	160	99	122	77	122	130	85	81
127000	64	117	180	180	160	99	123	77	122	131	85	82
127100	65	116	180	180	160	99	123	77	122	131	85	82
127200	65	116	180	180	160	99	123	77	122	131	85	82
127300	65	116	180	180	160	99	123	77	122	131	85	82
127400	66	116	180	180	160	99	123	77	123	131	85	82
127500	66	116	180	180	160	99	123	78	123	131	85	82
127600	66	115	180	180	160	99	123	78	123	131	86	82
127700	67	115	180	180	160	99	123	78	123	132	86	82
127800	67	114	180	180	160	99	123	78	123	132	86	82
127900	67	114	180	180	160	99	123	78	123	132	86	82
128000	67	113	180	180	160	99	123	78	123	132	86	83
128100	67	113	180	180	160	99	123	78	123	132	86	83
128200	68	113	180	180	160	100	123	79	123	132	86	83
128300	68	113	180	180	160	100	124	79	123	133	86	83
128400	69	113	180	180	160	100	124	79	124	133	86	83
128500	69	112	180	180	160	100	124	79	124	133	86	83
128600	69	112	180	180	160	100	124	79	124	133	86	83
128700	69	111	180	180	160	100	124	79	124	133	86	83
128800	69	111	180	180	160	100	124	79	124	133	86	83
128900	69	111	180	180	160	100	125	79	125	133	86	84
129000	70	111	180	180	160	101	125	79	125	133	86	84
129100	70	111	180	180	160	101	125	79	125	133	87	84
129200	71	110	180	180	160	101	125	79	125	133	87	84
129300	71	110	180	180	160	101	125	79	125	133	87	84
129400	71	109	180	180	160	101	125	79	125	133	87	84
129500	72	109	180	180	160	101	125	79	125	133	87	84
129600	72	108	180	180	160	101	125	80	125	134	87	84
129700	72	108	180	180	160	101	125	80	125	134	87	84
129800	72	108	180	180	160	101	125	80	125	134	88	84
129900	72	108	180	180	160	101	125	80	126	134	88	84
130000	73	108	180	180	160	101	125	80	126	134	88	84
130100	73	107	180	180	160	101	125	80	126	134	88	84
130200	73	107	180	180	160	101	126	80	126	135	88	84
130300	74	106	180	180	160	101	126	81	126	135	88	84
130400	74	106	180	180	160	101	126	81	127	135	88	84
130500	74	106	180	180	160	101	126	81	127	135	88	84
130600	74	106	180	180	160	101	126	81	127	135	89	84
130700	74	106	180	180	160	102	126	81	127	135	89	84
130800	75	105	180	180	160	102	127	81	127	135	89	85
130900	75	105	180	180	160	102	127	81	128	135	89	85
131000	76	104	180	180	160	102	127	81	128	135	89	85
131100	76	104	180	180	160	102	127	81	128	135	89	85
131200	76	104	180	180	160	102	127	81	128	135	89	85
131300	77	103	180	180	160	102	127	81	128	135	89	85
131400	77	103	180	180	160	102	127	81	128	135	89	85
131500	77	103	180	180	160	103	128	81	128	136	89	85
131600	77	103	180	180	160	103	128	81	128	136	89	85
131700	77	102	180	180	160	103	128	82	128	136	89	85
131800	78	102	180	180	160	103	128	82	128	136	89	86
131900	78	101	180	180	160	103	128	82	129	136	89	86
132000	78	101	180	180	160	103	128	82	129	136	89	86
132100	79	101	180	180	160	103	128	82	129	137	90	86
132200	79	101	180	180	160	103	128	82	129	137	90	86
132300	79	101	180	180	160	103	128	82	129	137	90	86
132400	79	100	180	180	160	103	128	83	129	137	90	86
132500	79	100	180	180	160	103	128	83	130	137	90	86
132600	80	99	180	180	160	103	128	83	130	137	90	86
132700	80	99	180	180	160	103	129	83	130	137	90	86
132800	80	99	180	180	160	103	129	83	130	137	91	86
132900	81	99	180	180	160	103	129	83	130	137	91	86
133000	81	99	180	180	160	103	129	84	130	137	91	86
133100	81	98	180	180	160	103	129	84	130	137	91	86
133200	81	98	180	180	160	104	129	84	130	137	91	86
133300	81	97	180	180	160	104	129	84	130	137	91	86
133400	82	97	180	180	160	104	130	84	130	138	91	86
133500	82	96	180	180	160	104	130	84	131	138	91	86
133600	82	96	180	180	160	104	130	84	131	138	91	86
133700	83	96	180	180	160	104	130	84	131	138	91	87
133800	83	96	180	180	160	104	130	84	131	138	91	87
133900	84	96	180	180	160	104	130	84	131	138	91	87
134000	84	95	180	180	160	105	130	84	132	139	91	87
134100	84	95	180	180	160	105	130	84	132	139	91	87
134200	84	94	180	180	160	105	130	84	132	139	91	87
134300	84	94	180	180	160	105	130	84	132	139	92	87
134400	85	94	180	180	160	105	130	85	132	139	92	87
134500	85	94	180	180	160	105	130	85	133	139	92	87
134600	85	94	180	180	160	105	131	85	133	140	92	88
134700	86	93	180	180	160	105	131	85	133	140	92	88
134800	86	93	180	180	160	105	131	85	133	140	92	88
134900	86	92	180	180	160	106	131	85	133	140	92	88
135000	86	92	180	180	160	106	131	85	133	140	93	88
135100	86	92	180	180	160	106	131	86	133	140	93	88
135200	87	91	180	180	160	106	131	86	133	140	93	88
135300	87	91	180	180	160	106	132	86	133	140	93	88
135400	87	91	180	180	160	106	132	86	133	140	93	88
135500	88	91	180	180	160	106	132	86	134	140	93	88
135600	88	90	180	180	160	106	132	86	134	140	93	89
135700	89	90	180	180	160	106	132	86	134	140	93	89
135800	89	89	180	180	160	106	132	86	134	140	94	89
135900	89	89	180	180	160	106	133	86	134	141	94	89
136000	89	89	180	180	160	106	133	86	135	141	94	89
136100	89	89	180	180	160	106	133	86	135	141	94	89
136200	89	89	180	180	160	106	133	86	135	141	94	89
136300	90	88	180	180	160	106	133	86	135	141	94	89
136400	90	88	180	180	160	106	133	86	135	141	94	89
136500	90	88	180	180	160	106	133	86	135	141	94	89
136600	88	90	180	180	160	106	132	86	134	140	93	89
136700	86	92	180	180	160	106	131	85	133	140	92	88
136800	84	94	180	180	160	105	130	84	132	139	92	87
136900	82	96	180	180	160	104	130	84	131	138	91	86
137000	81	99	180	180	160	103	129	83	130	137	91	86
137100	79	101	180	180	160	103	128	82	129	137	90	86
137200	77	103	180	180	160	103	128	81	128	136	89	85
137300	75	105	180	180	160	102	127	81	127	135	89	85
137400	73	107	180	180	160	101	126	80	126	135	88	84
137500	72	109	180	180	160	101	125	79	125	133	87	84
137600	69	111	180	180	160	100	124	79	124	133	86	83
137700	67	113	180	180	160	99	123	78	123	132	86	83
137800	66	116	180	180	160	99	123	77	123	131	85	82
137900	64	118	180	180	160	99	122	77	121	130	84	81
138000	62	120	180	180	160	98	121	77	120	130	84	81
138100	60	122	180	180	160	97	120	76	120	129	84	81
138200	58	124	180	180	160	96	120	75	118	128	83	80
138300	57	126	180	180	160	96	119	74	118	128	82	79
138400	55	128	180	180	160	96	118	74	117	127	81	79
138500	52	130	180	180	160	95	118	73	116	126	81	79
138600	51	133	180	180	160	94	116	72	115	125	80	78
138700	49	135	180	180	160	94	116	72	114	124	79	77
138800	47	137	180	180	160	93	115	71	113	123	79	77
138900	45	139	180	180	160	93	114	70	112	123	78	77
139000	43	141	180	180	160	92	113	69	111	122	77	76
139100	42	143	180	180	160	91	113	69	110	121	77	76
139200	40	145	180	180	160	91	112	68	109	120	76	75
139300	38	147	180	180	160	90	111	67	108	120	76	74
139400	36	150	180	180	160	89	111	67	107	119	75	74
139500	34	152	180	180	160	89	110	66	106	118	74	74
139600	34	152	180	180	160	89	110	66	106	118	74	74
139700	35	151	180	180	160	89	111	67	107	119	74	74
139800	35	150	180	180	160	90	111	67	108	119	74	74
139900	35	150	180	180	160	90	111	67	108	120	74	74
140000	36	149	180	180	160	91	112	67	108	120	74	74
140100	37	148	180	180	160	91	112	68	109	120	74	74
140200	38	148	180	180	160	91	113	68	110	121	74	74
140300	38	147	180	180	160	91	113	69	111	121	74	74
140400	38	147	180	180	160	92	113	69	111	122	74	74
140500	39	146	180	180	160	92	114	69	111	123	74	74
140600	40	145	180	180	160	93	114	70	112	123	74	74
140700	40	145	180	180	160	93	115	70	113	123	74	74
140800	40	144	180	180	160	94	116	71	113	124	74	74
140900	41	144	180	180	160	94	116	71	113	124	74	74
141000	42	143	180	180	160	94	116	72	114	125	74	74
141100	43	142	180	180	160	94	116	72	115	125	74	74
141200	43	142	180	180	160	95	117	72	116	125	74	74
141300	43	141	180	180	160	95	118	73	116	126	74	74
141400	44	140	180	180	160	96	118	73	116	126	74	74
141500	45	140	180	180	160	96	118	74	117	127	74	74
141600	45	139	180	180	160	96	119	74	118	128	74	74
141700	45	139	180	180	160	96	119	74	118	128	74	74
141800	46	138	180	180	160	97	120	75	119	128	74	74
141900	47	137	180	180	160	97	120	75	119	128	74	74
142000	47	137	180	180	160	98	120	76	120	129	74	74
142100	47	136	180	180	160	98	121	76	120	130	74	74
142200	48	135	180	180	160	99	121	77	121	130	74	74
142300	49	135	180	180	160	99	122	77	122	130	74	74
142400	49	134	180	180	160	99	123	77	122	131	74	74
142500	50	134	180	180	160	99	123	78	123	131	74	74
142600	50	133	180	180	160	99	123	78	123	132	74	74
142700	51	133	180	180	160	100	124	79	124	133	74	74
142800	52	132	180	180	160	100	124	79	124	133	74	74
142900	52	131	180	180	160	101	125	79	125	133	74	74
143000	52	130	180	180	160	101	125	79	125	133	74	74
143100	53	130	180	180	160	101	125	80	126	134	74	74
143200	54	130	180	180	160	101	126	81	127	135	74	74
143300	54	129	180	180	160	102	126	81	127	135	74	74
143400	55	128	180	180	160	102	127	81	128	135	74	74
143500	55	128	180	180	160	103	128	81	128	136	74	74
143600	56	127	180	180	160	103	128	82	129	136	74	74
143700	56	126	180	180	160	103	128	82	130	137	74	74
143800	57	125	180	180	160	103	128	83	130	137	74	74
143900	57	125	180	180	160	104	129	84	130	137	74	74
144000	58	125	180	180	160	104	130	84	131	138	74	74
144100	58	124	180	180	160	105	130	84	132	138	74	74
144200	59	123	180	180	160	105	130	84	133	139	74	74
144300	60	123	180	180	160	106	131	85	133	140	74	74
144400	60	122	180	180	160	106	131	85	133	140	74	74
144500	61	121	180	180	160	106	132	86	134	140	74	74
144600	61	120	180	180	160	106	132	86	135	140	74	74
144700	62	120	180	180	160	107	133	86	135	141	74	74
144800	62	120	180	180	160	107	133	87	135	142	74	74
144900	63	119	180	180	160	108	133	87	136	142	74	74
145000	63	118	180	180	160	108	134	88	137	142	74	74
145100	64	118	180	180	160	108	135	88	137	143	74	74
145200	64	117	180	180	160	108	135	89	137	143	74	74
145300	65	116	180	180	160	109	135	89	138	144	74	74
145400	65	116	180	180	160	109	136	89	139	145	74	74
145500	66	116	180	180	160	110	136	90	140	145	74	74
145600	67	115	180	180	160	110	137	90	140	145	74	74
145700	67	114	180	180	160	111	137	91	140	145	74	74
145800	67	113	180	180	160	111	137	91	141	146	74	74
145900	68	113	180	180	160	111	138	91	142	147	74	74
146000	69	112	180	180	160	111	138	92	142	147	74	74
146100	69	111	180	180	160	112	139	92	143	147	74	74
146200	69	111	180	180	160	112	140	93	143	148	74	74
146300	70	111	180	180	160	112	140	93	144	148	74	74
146400	71	110	180	180	160	113	140	94	145	149	74	74
146500	72	109	180	180	160	113	140	94	145	149	74	74
146600	72	108	180	180	160	113	141	94	146	150	74	74
146700	72	108	180	180	160	113	142	95	146	150	74	74
146800	73	107	180	180	160	114	142	95	147	150	74	74
146900	74	106	180	180	160	114	142	96	147	151	74	74
147000	74	106	180	180	160	115	143	96	148	152	74	74
147100	74	106	180	180	160	115	143	96	149	152	74	74
147200	75	105	180	180	160	116	144	96	149	152	74	74
147300	76	104	180	180	160	116	144	97	150	152	74	74
147400	77	103	180	180	160	116	145	98	150	153	74	74
147500	77	103	180	180	160	116	145	98	151	154	74	74
147600	77	102	180	180	160	117	145	99	151	154	74	74
147700	78	101	180	180	160	117	146	99	152	154	74	74
147800	79	101	180	180	160	118	147	99	152	155	74	74
147900	79	101	180	180	160	118	147	99	153	155	74	74
148000	79	100	180	180	160	118	147	100	154	156	74	74
148100	80	99	180	180	160	118	148	101	154	157	74	74
148200	81	99	180	180	160	119	148	101	154	157	74	74
148300	81	98	180	180	160	119	149	101	155	157	74	74
148400	81	97	180	180	160	120	149	101	156	157	74	74
148500	82	97	180	180	160	120	150	102	157	158	74	74
148600	83	96	180	180	160	120	150	102	157	159	74	74
148700	84	96	180	180	160	120	150	103	157	159	74	74
148800	84	95	180	180	160	121	151	103	158	159	74	74
148900	84	94	180	180	160	121	152	103	159	160	74	74
149000	85	94	180	180	160	122	152	104	159	160	74	74
149100	86	93	180	180	160	122	152	104	159	161	74	74
149200	86	92	180	180	160	123	152	105	160	161	74	74
149300	86	92	180	180	160	123	153	105	161	162	74	74
149400	87	91	180	180	160	123	154	106	162	162	74	74
149500	88	91	180	180	160	123	154	106	162	162	74	74
149600	88	90	180	180	160	124	154	106	162	163	74	74
149700	89	89	180	180	160	124	155	107	163	164	74	74
149800	89	89	180	180	160	125	155	107	164	164	74	74
149900	90	88	180	180	160	125	156	108	164	164	74	74
150000	91	88	180	180	160	125	157	108	165	165	75	74
150100	88	90	180	180	160	123	154	106	162	163	74	74
150200	86	93	180	180	160	122	152	105	160	161	74	74
150300	84	96	180	180	160	120	150	103	157	159	74	74
150400	81	98	180	180	160	119	149	101	155	157	74	74
150500	79	101	180	180	160	118	147	99	153	155	74	74
150600	77	103	180	180	160	116	145	98	150	153	74	74
150700	74	106	180	180	160	115	143	96	148	152	74	74
150800	72	108	180	180	160	113	141	94	145	150	74	74
150900	69	111	180	180	160	112	139	92	143	147	74	74
151000	67	114	180	180	160	111	137	91	141	146	74	74
151100	65	116	180	180	160	109	135	89	138	144	74	74
151200	62	119	180	180	160	108	133	87	136	142	74	74
151300	60	122	180	180	160	106	131	86	133	140	74	74
151400	58	125	180	180	160	104	130	84	131	138	74	74
151500	56	127	180	180	160	103	128	82	129	136	74	74
151600	53	130	180	180	160	101	125	80	126	134	74	74
151700	51	133	180	180	160	100	124	79	124	133	74	74
151800	49	135	180	180	160	99	122	77	122	130	74	74
151900	46	137	180	180	160	97	120	75	119	128	74	74
152000	44	140	180	180	160	96	118	74	117	127	74	74
152100	42	143	180	180	160	94	116	72	114	125	74	74
152200	40	145	180	180	160	93	114	70	112	123	74	74
152300	37	148	180	180	160	91	113	68	110	121	74	74
152400	35	151	180	180	160	90	111	67	107	119	74	74
152500	34	152	180	180	160	89	110	66	106	118	74	74
152600	34	152	180	180	160	89	110	66	106	118	74	74
152700	35	151	180	180	160	89	110	66	106	118	74	74
152800	35	150	180	180	160	89	110	66	107	118	74	74
152900	35	150	180	180	160	89	111	66	107	119	74	74
153000	36	150	180	180	160	89	111	67	107	119	75	74
153100	36	149	180	180	160	90	111	67	107	119	75	74
153200	37	149	180	180	160	90	111	67	108	119	75	74
153300	37	148	180	180	160	90	111	67	108	119	75	74
